pos_id,symbol,side,entry_date,ref_date,entry_price_proxy,qty,stop_price_proxy,target_price_proxy,stop_r,tgt_r,atr_value_ref,risk_amt,gate_mult,expr_score,expr_score_adj,rr_pred,model_run
140,PGHL,long,2026-03-17,2026-03-16,4890.0,35,4754.521218109131,5296.436345672608,1.1,3.3,123.16252899169922,4854.636609570022,1.0,0.8134942650794983,0.8134942650794983,,2026-03-16
141,VMM,long,2026-03-17,2026-03-16,105.75,1018,100.982546377182,120.05236086845397,1.1,3.3,4.334048748016357,4854.636609570022,1.0,0.7489141225814819,0.7489141225814819,,2026-03-16
142,MSCIADD,long,2026-03-17,2026-03-16,28.290000915527344,7691,27.658871108293532,30.183390337228776,1.1,3.3,0.5737543702125549,4854.636609570022,1.0,0.609126091003418,0.609126091003418,,2026-03-16
143,LMW,long,2026-03-17,2026-03-16,14451.0,9,13940.203411865234,15983.389764404297,1.1,3.3,464.36053466796875,4854.636609570022,1.0,0.6068212985992432,0.6068212985992432,,2026-03-16
144,BAYERCROP,long,2026-03-17,2026-03-16,4503.60009765625,38,4376.486383056641,4884.941241455078,1.1,3.3,115.55792236328125,4854.636609570022,1.0,0.5281962752342224,0.5281962752342224,,2026-03-16
145,BANARBEADS,long,2026-03-17,2026-03-16,113.94999694824219,554,105.18867774009705,140.23395457267762,1.1,3.3,7.9648356437683105,4854.636609570022,1.0,0.5258757472038269,0.5258757472038269,,2026-03-16
146,TENNIND,long,2026-03-17,2026-03-16,530.0,191,504.58862323760985,606.2341302871704,1.1,3.3,23.10125160217285,4854.636609570022,1.0,0.495808482170105,0.495808482170105,,2026-03-16
147,SENORES,long,2026-03-17,2026-03-16,748.7999877929688,161,718.7747848510742,838.8755966186524,1.1,3.3,27.295639038085938,4854.636609570022,1.0,0.4942396283149719,0.4942396283149719,,2026-03-16
148,INDOTHAI,long,2026-03-17,2026-03-16,254.0,396,241.76133451461791,290.71599645614623,1.1,3.3,11.126059532165527,4854.636609570022,1.0,0.48343223333358765,0.48343223333358765,,2026-03-16
149,CIEINDIA,long,2026-03-17,2026-03-16,450.20001220703125,221,428.2711498260498,515.9865993499756,1.1,3.3,19.93532943725586,4854.636609570022,1.0,0.4699985980987549,0.4699985980987549,,2026-03-16
