pos_id,symbol,side,entry_date,ref_date,entry_price_proxy,qty,stop_price_proxy,target_price_proxy,stop_r,tgt_r,atr_value_ref,risk_amt,gate_mult,expr_score,expr_score_adj,rr_pred,model_run
51,DENTALKART-SM,long,2026-03-25,2026-03-24,395.0,223,373.0793830871582,460.76185073852537,1.1,3.3,19.927833557128906,4900.0,1.0,1.2760106325149536,1.2760106325149536,,2026-03-24
52,ITBETA,long,2026-03-25,2026-03-24,308.8399963378906,502,299.08135786056516,338.11591176986695,1.1,3.3,8.871489524841309,4900.0,1.0,1.266753911972046,1.266753911972046,,2026-03-24
53,OBEROIRLTY,long,2026-03-25,2026-03-24,1442.0999755859375,96,1391.438019180298,1594.0858448028564,1.1,3.3,46.05632400512695,4900.0,1.0,1.2447283267974854,1.2447283267974854,,2026-03-24
54,710GS2029-GS,long,2026-03-25,2026-03-24,104.5,7076,103.80757776498794,106.57726670503617,1.1,3.3,0.6294747591018677,4900.0,1.0,1.2433555126190186,1.2433555126190186,,2026-03-24
55,EIDPARRY,long,2026-03-25,2026-03-24,793.0,145,759.2874509811402,894.1376470565796,1.1,3.3,30.64777183532715,4900.0,1.0,1.183882236480713,1.183882236480713,,2026-03-24
56,GSMFOILS-SM,long,2026-03-25,2026-03-24,194.39999389648438,587,186.06180777549744,219.4145522594452,1.1,3.3,7.580169200897217,4900.0,1.0,1.1548372507095337,1.1548372507095337,,2026-03-24
57,FEDERALBNK,long,2026-03-25,2026-03-24,263.8999938964844,507,254.24597110748292,292.8620622634888,1.1,3.3,8.776384353637695,4900.0,1.0,1.1344255208969116,1.1344255208969116,,2026-03-24
58,724GS2055-GS,long,2026-03-25,2026-03-24,98.66000366210938,4309,97.52293419837952,102.07121205329895,1.1,3.3,1.0336995124816895,4900.0,1.0,1.1306006908416748,1.1306006908416748,,2026-03-24
59,IT,long,2026-03-25,2026-03-24,32.72999954223633,3543,31.347163724899293,36.87850699424744,1.1,3.3,1.2571234703063965,4900.0,1.0,1.1299492120742798,1.1299492120742798,,2026-03-24
60,PRLIND-SM,long,2026-03-25,2026-03-24,53.0,1567,49.874667286872864,62.37599813938141,1.1,3.3,2.8412115573883057,4900.0,1.0,1.1167521476745605,1.1167521476745605,,2026-03-24
61,MANORG,long,2026-03-25,2026-03-24,405.8999938964844,217,383.360933303833,473.5171756744385,1.1,3.3,20.490055084228516,4900.0,1.0,1.0533405542373657,1.0533405542373657,,2026-03-24
62,MIDCAP,long,2026-03-25,2026-03-24,15.850000381469727,8490,15.272885012626649,17.581346487998964,1.1,3.3,0.5246503353118896,4900.0,1.0,1.0468074083328247,1.0468074083328247,,2026-03-24
63,NEELAM-SM,long,2026-03-25,2026-03-24,10.850000381469727,8355,10.263541853427887,12.609375965595245,1.1,3.3,0.5331441164016724,4900.0,1.0,1.034832239151001,1.034832239151001,,2026-03-24
64,LEMONTREE,long,2026-03-25,2026-03-24,106.19000244140625,1014,101.35811614990234,120.68566131591797,1.1,3.3,4.3926239013671875,4900.0,1.0,1.0269317626953125,1.0269317626953125,,2026-03-24
65,NAM-INDIA,long,2026-03-25,2026-03-24,846.0,123,806.441357421875,964.675927734375,1.1,3.3,35.96240234375,4900.0,1.0,1.0161737203598022,1.0161737203598022,,2026-03-24
66,KRBL,long,2026-03-25,2026-03-24,296.3500061035156,301,280.10431690216063,345.08707370758054,1.1,3.3,14.768808364868164,4900.0,1.0,0.9914137721061707,0.9914137721061707,,2026-03-24
67,DPABHUSHAN,long,2026-03-25,2026-03-24,1009.9000244140625,85,952.3834781646729,1182.4496631622314,1.1,3.3,52.28776931762695,4900.0,1.0,0.9837427139282227,0.9837427139282227,,2026-03-24
68,HARIOMPIPE,long,2026-03-25,2026-03-24,314.3999938964844,318,299.0341926574707,360.4973976135254,1.1,3.3,13.968910217285156,4900.0,1.0,0.9819769263267517,0.9819769263267517,,2026-03-24
69,KOTAKBANK,long,2026-03-25,2026-03-24,368.6000061035156,465,358.0694061279297,400.1918060302734,1.1,3.3,9.573272705078125,4900.0,1.0,0.9720234274864197,0.9720234274864197,,2026-03-24
70,IONEXCHANG,long,2026-03-25,2026-03-24,331.0,268,312.7709840774536,385.68704776763917,1.1,3.3,16.57183265686035,4900.0,1.0,0.9597364068031311,0.9597364068031311,,2026-03-24
71,TOP10ADD,long,2026-03-25,2026-03-24,88.58000183105469,1682,85.66818792819977,97.31544353961945,1.1,3.3,2.6471035480499268,4900.0,1.0,0.9589638710021973,0.9589638710021973,,2026-03-24
72,INDIASHLTR,long,2026-03-25,2026-03-24,704.2000122070312,123,664.6829704284668,822.7511375427246,1.1,3.3,35.924583435058594,4900.0,1.0,0.9554693102836609,0.9554693102836609,,2026-03-24
73,APLLTD,long,2026-03-25,2026-03-24,672.0,174,643.9281526565552,756.2155420303345,1.1,3.3,25.519861221313477,4900.0,1.0,0.9391723275184631,0.9391723275184631,,2026-03-24
