Ticker,Kind,Basis,PivotIdx1,PivotIdx2,ConfirmIdx,SignalDate,EntryIdx,EntryDate,PriceAtPivot1,PriceAtPivot2,RSIAtPivot1,RSIAtPivot2,CloseConfirm,VolumeConfirm,ATRMult,ATRPeriod,LookbackBars,SecondPointLookback
INDGN,bearish,extreme,241,248,249,2026-03-02,250,2026-03-03,508.25,511.75,54.24282471434401,53.94409473712552,486.2,55497.0,1.1,14,252,5
INDSWFTLAB,bearish,close,240,248,249,2026-03-02,250,2026-03-03,143.63,145.33,76.80558442104322,64.86149412521044,141.0,282751.0,1.1,14,252,5
JSWCEMENT,bearish,close,118,134,135,2026-03-02,136,2026-03-03,123.52,125.08,60.61398669551338,56.34941784313385,123.92,690806.0,1.1,14,252,5
M&MFIN,bearish,close,240,247,249,2026-03-02,250,2026-03-03,384.4,386.65,56.475404191065124,56.046187917281436,364.4,393181.0,1.1,14,252,5
MAKEINDIA,bearish,close,240,249,249,2026-03-02,250,2026-03-03,158.74,158.95,58.59684754376898,53.7015534191024,158.95,23810.0,1.1,14,252,5
MANGLMCEM,bearish,close,241,247,249,2026-03-02,250,2026-03-03,893.0,913.3,79.38449179716258,72.78003673160423,895.45,25069.0,1.1,14,252,5
MBAPL,bearish,close,240,248,249,2026-03-02,250,2026-03-03,464.8,468.75,65.32792145583822,60.92056133398872,458.8,112109.0,1.1,14,252,5
MNC,bearish,close,241,249,249,2026-03-02,250,2026-03-03,32.02,32.31,60.34254832869925,56.8682696673089,32.31,48072.0,1.1,14,252,5
MOINFRA,bearish,close,188,194,196,2026-03-02,197,2026-03-03,61.29,61.57,58.51262135136167,57.70676050097669,59.83,12997.0,1.1,14,252,5
MOMENTUM,bearish,extreme,239,249,249,2026-03-02,250,2026-03-03,32.47,32.53,55.67528197329001,46.77670878789137,31.43,38371.0,1.1,14,252,5
MOPSE,bearish,close,167,178,182,2026-03-02,183,2026-03-03,104.68,105.89,59.59618647683356,58.800114160559346,105.14,2435.0,1.1,14,252,5
MOTHERSON,bearish,extreme,241,248,249,2026-03-02,250,2026-03-03,135.59,136.15,71.21101683316203,63.64044222639376,131.03,4272687.0,1.1,14,252,5
MRPL,bearish,close,236,246,249,2026-03-02,250,2026-03-03,193.72,200.1,70.32124941209909,68.15040833747622,192.81,2019457.0,1.1,14,252,5
ONGC,bearish,close,237,249,249,2026-03-02,250,2026-03-03,270.0,279.15,67.53449577753315,66.71898452531057,279.15,16885097.0,1.1,14,252,5
PKTEA,bearish,close,240,247,249,2026-03-02,250,2026-03-03,794.45,796.4,64.69783460729154,62.00337094378362,775.05,285.0,1.1,14,252,5
PNBGILTS,bearish,extreme,231,248,249,2026-03-02,250,2026-03-03,83.2,83.5,51.89244506696532,51.09056223957758,78.06,71075.0,1.1,14,252,5
PREMIERPOL,bearish,close,235,246,249,2026-03-02,250,2026-03-03,53.43,53.79,61.64315631140689,58.47064061305116,50.15,86566.0,1.1,14,252,5
PSUBANK,bearish,close,241,245,249,2026-03-02,250,2026-03-03,974.95,981.35,72.87607316091861,69.87239072493063,962.7,16681.0,1.1,14,252,5
SBIBPB,bearish,close,222,229,230,2026-03-02,231,2026-03-03,55.72,56.83,70.3671547444633,69.32530759618689,55.86,78525.0,1.1,14,252,5
SINDHUTRAD,bearish,close,236,244,249,2026-03-02,250,2026-03-03,25.17,25.95,66.2269117124192,63.857191099058525,23.53,607791.0,1.1,14,252,5
SNXT50BETA,bearish,extreme,235,246,249,2026-03-02,250,2026-03-03,94.97,95.5,56.52986522200605,51.09936633762613,91.7,8626.0,1.1,14,252,5
SONACOMS,bearish,close,236,247,249,2026-03-02,250,2026-03-03,538.0,545.35,67.84919738577537,65.76797395929682,525.7,272172.0,1.1,14,252,5
SONAMLTD,bearish,close,241,247,249,2026-03-02,250,2026-03-03,48.43,49.91,72.8961254063723,68.92644850341087,47.72,19836.0,1.1,14,252,5
SUTLEJTEX,bearish,close,230,244,249,2026-03-02,250,2026-03-03,31.62,32.04,59.24425283283783,58.62873489134206,30.81,9833.0,1.1,14,252,5
SWARAJENG,bearish,extreme,241,247,249,2026-03-02,250,2026-03-03,3672.0,3692.0,55.47337124090497,53.97572941160025,3557.5,4398.0,1.1,14,252,5
TATAPOWER,bearish,extreme,239,247,249,2026-03-02,250,2026-03-03,384.25,385.4,59.52350625837213,56.20591566674805,372.25,1552146.0,1.1,14,252,5
TENNIND,bearish,close,57,69,71,2026-03-02,72,2026-03-03,581.9,592.65,65.8478593844086,63.53593755695926,570.0,147852.0,1.1,14,252,5
TSC-SM,bearish,extreme,121,138,138,2026-03-02,139,2026-03-03,39.4,43.8,42.71948930108229,37.571681471005455,33.05,2000.0,1.1,14,252,5
VARDMNPOLY,bearish,close,240,247,249,2026-03-02,250,2026-03-03,8.09,8.74,72.13066184981096,70.15196610042051,8.01,314338.0,1.1,14,252,5
WEIZMANIND,bearish,extreme,231,248,249,2026-03-02,250,2026-03-03,96.9,99.5,54.984136749325174,53.43970980249955,88.97,1944.0,1.1,14,252,5
AADHARHFC,bullish,close,246,249,249,2026-03-02,250,2026-03-03,457.25,451.0,39.72985884027248,39.90572579560419,451.0,98223.0,1.1,14,252,5
AAKASH,bullish,extreme,242,249,249,2026-03-02,250,2026-03-03,7.41,7.4,33.316720289182285,46.663859721819286,8.07,41933.0,1.1,14,252,5
AARON,bullish,extreme,239,249,249,2026-03-02,250,2026-03-03,155.88,147.0,40.66379255029961,41.23736735725531,156.95,5806.0,1.1,14,252,5
ACE,bullish,extreme,243,249,249,2026-03-02,250,2026-03-03,861.25,840.0,42.571298701411685,48.598735824507884,882.45,91521.0,1.1,14,252,5
ARKADE,bullish,extreme,226,249,249,2026-03-02,250,2026-03-03,107.96,106.35,18.956317085140512,32.022382029325215,111.95,100369.0,1.1,14,252,5
ARTNIRMAN,bullish,extreme,244,247,247,2026-03-02,248,2026-03-03,37.6,36.7,40.16705133417374,46.638160446166424,41.8,5.0,1.1,14,252,5
ASHIMASYN,bullish,close,220,249,249,2026-03-02,250,2026-03-03,16.07,14.47,32.37096446311327,32.774504922360606,14.47,104488.0,1.1,14,252,5
AXISCADES,bullish,extreme,244,249,249,2026-03-02,250,2026-03-03,1356.8,1356.0,57.85538750226668,59.47145385905133,1470.4,88313.0,1.1,14,252,5
BANG,bullish,close,227,249,249,2026-03-02,250,2026-03-03,44.22,41.99,37.22679649693959,38.20604770156377,41.99,858.0,1.1,14,252,5
BDL,bullish,close,239,246,249,2026-03-02,250,2026-03-03,1253.7,1240.8,33.65441192375316,37.08582253672531,1308.5,1058620.0,1.1,14,252,5
BELLACASA,bullish,close,133,154,154,2026-03-02,155,2026-03-03,304.05,288.85,28.04400865132284,38.798040404858554,288.85,2314.0,1.1,14,252,5
BHAGYANGR,bullish,extreme,241,249,249,2026-03-02,250,2026-03-03,144.59,142.9,42.50061838639479,51.68078364065956,160.99,130185.0,1.1,14,252,5
CAPILLARY,bullish,close,59,69,69,2026-03-02,70,2026-03-03,525.75,515.2,27.523694428340264,33.33113211929846,515.2,32704.0,1.1,14,252,5
CIFL,bullish,close,190,218,218,2026-03-02,219,2026-03-03,31.62,31.1,36.77288956491823,41.089672660655395,31.1,199783.0,1.1,14,252,5
COCHINSHIP,bullish,extreme,239,249,249,2026-03-02,250,2026-03-03,1455.0,1428.3,39.7364783978489,42.89982417784041,1484.0,459510.0,1.1,14,252,5
CRISIL,bullish,close,238,249,249,2026-03-02,250,2026-03-03,4443.2,4440.8,40.577433217191334,42.97305927288583,4440.8,7939.0,1.1,14,252,5
DEEPAKFERT,bullish,extreme,233,249,249,2026-03-02,250,2026-03-03,982.2,918.8,31.01776889618759,39.30964130526609,1006.45,100853.0,1.1,14,252,5
DELHIVERY,bullish,extreme,238,249,249,2026-03-02,250,2026-03-03,414.0,410.05,49.408662392980155,53.18641400667735,432.4,473597.0,1.1,14,252,5
DHANUKA,bullish,close,233,249,249,2026-03-02,250,2026-03-03,1051.0,1035.0,37.01194718015578,37.785348310008246,1035.0,18828.0,1.1,14,252,5
DHARMAJ,bullish,extreme,243,249,249,2026-03-02,250,2026-03-03,227.16,221.0,46.89867303117766,48.2677591775385,236.33,41797.0,1.1,14,252,5
GRSE,bullish,extreme,233,249,249,2026-03-02,250,2026-03-03,2387.0,2367.0,46.091768052580555,50.8179221200131,2470.4,380297.0,1.1,14,252,5
HDFCNIFIT,bullish,close,238,249,249,2026-03-02,250,2026-03-03,34.63,32.39,19.786659626357988,21.73265840748259,32.39,103504.0,1.1,14,252,5
HINDPETRO,bullish,extreme,243,249,249,2026-03-02,250,2026-03-03,426.75,415.95,38.048662714069266,43.0850547640785,434.7,2242912.0,1.1,14,252,5
HUDCO,bullish,close,229,249,249,2026-03-02,250,2026-03-03,187.79,183.06,30.556022984741716,33.28837470613874,183.06,1063788.0,1.1,14,252,5
IFBIND,bullish,close,226,249,249,2026-03-02,250,2026-03-03,1098.3,1097.8,13.141279801029839,33.690916963454924,1097.8,13525.0,1.1,14,252,5
IIFLCAPS,bullish,extreme,229,249,249,2026-03-02,250,2026-03-03,295.25,279.0,34.629529533496836,44.99004104352253,308.9,924478.0,1.1,14,252,5
INDOBORAX,bullish,extreme,219,249,249,2026-03-02,250,2026-03-03,238.0,234.0,40.39118323036262,50.436081017533056,246.59,12414.0,1.1,14,252,5
IRIS,bullish,extreme,238,249,249,2026-03-02,250,2026-03-03,232.9,203.0,28.160619541722568,37.96806066450371,244.22,21482.0,1.1,14,252,5
JINDRILL,bullish,extreme,229,249,249,2026-03-02,250,2026-03-03,446.7,440.1,31.163301824457534,47.46394185353776,472.5,281179.0,1.1,14,252,5
JSWENERGY,bullish,extreme,242,249,249,2026-03-02,250,2026-03-03,477.4,466.05,51.09721645196786,51.25490923603763,485.2,399318.0,1.1,14,252,5
KAJARIACER,bullish,extreme,239,249,249,2026-03-02,250,2026-03-03,918.0,877.2,44.948582531361,45.96033528747516,946.6,30364.0,1.1,14,252,5
KMEW,bullish,extreme,228,249,249,2026-03-02,250,2026-03-03,1653.2,1480.0,46.64067217287134,50.054305368077635,1681.9,81194.0,1.1,14,252,5
LINDEINDIA,bullish,extreme,245,249,249,2026-03-02,250,2026-03-03,6556.0,6510.0,60.94779629135318,62.081139420563005,6789.5,9997.0,1.1,14,252,5
MARINE,bullish,extreme,239,249,249,2026-03-02,250,2026-03-03,179.44,179.25,45.914413907500425,51.70336762187135,192.91,145538.0,1.1,14,252,5
MGEL,bullish,close,229,249,249,2026-03-02,250,2026-03-03,11.67,10.95,31.485352331068327,33.762594161495755,10.95,135271.0,1.1,14,252,5
MUKANDLTD,bullish,extreme,245,249,249,2026-03-02,250,2026-03-03,125.55,124.1,44.89161434676481,53.65039294923619,132.16,69836.0,1.1,14,252,5
NAGREEKCAP,bullish,extreme,230,249,249,2026-03-02,250,2026-03-03,24.11,23.56,42.16070954498785,45.790379810209316,26.47,357.0,1.1,14,252,5
PYRAMID,bullish,close,229,249,249,2026-03-02,250,2026-03-03,147.49,144.0,34.04245108309641,35.24029739946276,144.0,15582.0,1.1,14,252,5
RANASUG,bullish,extreme,229,249,249,2026-03-02,250,2026-03-03,10.72,10.51,33.11239478463354,44.368143591344584,11.02,94241.0,1.1,14,252,5
SAFARI,bullish,extreme,239,249,249,2026-03-02,250,2026-03-03,1725.5,1671.0,28.249997027576413,35.699313967182405,1783.3,10094.0,1.1,14,252,5
SAFEENTP-SM,bullish,extreme,166,169,169,2026-03-02,170,2026-03-03,225.0,215.0,47.243041271983444,48.062120198409104,237.0,10500.0,1.1,14,252,5
SAMHI,bullish,close,245,249,249,2026-03-02,250,2026-03-03,162.13,161.35,36.622818536784095,38.388657915985625,161.35,176617.0,1.1,14,252,5
SATIN,bullish,extreme,239,249,249,2026-03-02,250,2026-03-03,150.02,144.15,45.145078783306445,45.605089008764644,152.32,29971.0,1.1,14,252,5
SETL,bullish,extreme,232,249,249,2026-03-02,250,2026-03-03,118.11,116.0,39.9259230225654,43.491696761616865,123.53,127338.0,1.1,14,252,5
SHANTI,bullish,extreme,231,249,249,2026-03-02,250,2026-03-03,6.55,6.11,29.160210831092613,41.12229243773375,6.98,9738.0,1.1,14,252,5
SHEKHAWATI,bullish,close,224,245,249,2026-03-02,250,2026-03-03,12.54,12.52,17.66673630318361,29.84531957634185,13.34,7109.0,1.1,14,252,5
SILINV,bullish,extreme,227,247,247,2026-03-02,248,2026-03-03,425.7,412.0,26.954391992918318,38.292547840980774,432.85,128.0,1.1,14,252,5
STEELXIND,bullish,extreme,243,249,249,2026-03-02,250,2026-03-03,7.6,7.46,32.140841708377934,44.7040923361884,7.88,527982.0,1.1,14,252,5
SURYAROSNI,bullish,close,224,249,249,2026-03-02,250,2026-03-03,238.05,223.87,27.364892491950272,34.34583486076329,223.87,96892.0,1.1,14,252,5
TARACHAND,bullish,close,227,249,249,2026-03-02,250,2026-03-03,61.47,60.69,30.59183972836429,35.09481440398572,60.69,55671.0,1.1,14,252,5
TEAMGTY,bullish,extreme,242,248,248,2026-03-02,249,2026-03-03,248.0,238.0,38.46289741255329,49.471194944160196,263.95,1.0,1.1,14,252,5
TIRUPATIFL,bullish,extreme,239,249,249,2026-03-02,250,2026-03-03,35.82,33.0,53.339414994962276,59.42299539283284,38.36,399502.0,1.1,14,252,5
TOLINS,bullish,close,224,249,249,2026-03-02,250,2026-03-03,115.77,108.83,25.097059076454144,27.424173392881684,108.83,61732.0,1.1,14,252,5
UNICHEMLAB,bullish,close,226,249,249,2026-03-02,250,2026-03-03,368.6,337.65,27.316196546883745,28.060302607456933,337.65,14807.0,1.1,14,252,5
USHAMART,bullish,extreme,245,249,249,2026-03-02,250,2026-03-03,397.25,390.0,42.793871510911295,48.56182790936051,416.05,127329.0,1.1,14,252,5
VARROC,bullish,close,221,249,249,2026-03-02,250,2026-03-03,543.85,536.35,30.18816293252982,39.135900130286394,536.35,30244.0,1.1,14,252,5
VENTIVE,bullish,extreme,245,249,249,2026-03-02,250,2026-03-03,681.0,673.0,38.61569789546058,43.19426851750053,715.0,82026.0,1.1,14,252,5
VESUVIUS,bullish,extreme,245,249,249,2026-03-02,250,2026-03-03,501.3,480.0,51.681077795598945,52.27887034436707,513.5,103896.0,1.1,14,252,5
VGUARD,bullish,extreme,218,249,249,2026-03-02,250,2026-03-03,298.0,290.0,28.793476224482063,37.812740110362846,307.55,105029.0,1.1,14,252,5
VINYAS-SM,bullish,close,228,248,249,2026-03-02,250,2026-03-03,1004.85,982.7,29.29504906550639,35.753391377258424,1020.05,3000.0,1.1,14,252,5
VIPIND,bullish,extreme,242,249,249,2026-03-02,250,2026-03-03,350.7,340.0,40.704650818483714,42.17156449896636,356.8,39197.0,1.1,14,252,5
VISAKAIND,bullish,close,229,249,249,2026-03-02,250,2026-03-03,60.74,60.59,32.07852869622366,32.82436055174588,60.59,18154.0,1.1,14,252,5
VSTL,bullish,close,220,249,249,2026-03-02,250,2026-03-03,116.58,110.54,29.354098750105507,30.66181158774542,110.54,15790.0,1.1,14,252,5
