Ticker,Kind,Basis,PivotIdx1,PivotIdx2,ConfirmIdx,SignalDate,EntryIdx,EntryDate,PriceAtPivot1,PriceAtPivot2,RSIAtPivot1,RSIAtPivot2,CloseConfirm,VolumeConfirm,ATRMult,ATRPeriod,LookbackBars,SecondPointLookback
NBIFIN,bullish,close,236,247,250,2026-02-27,251,2026-03-02,1902.1,1871.6,28.06425538087032,30.04545315165862,1902.4,159.0,1.1,14,252,5
ORIENTLTD,bullish,close,240,242,250,2026-02-27,251,2026-03-02,61.05,60.84,38.62049274480882,39.80268935492214,64.87,2826.0,1.1,14,252,5
PARADEEP,bullish,close,235,248,250,2026-02-27,251,2026-03-02,122.66,116.31,30.66116332147044,32.763467675613626,121.5,4978252.0,1.1,14,252,5
PSRAJ-ST,bullish,close,199,203,205,2026-02-27,206,2026-03-02,278.0,277.35,42.153727853604906,42.86068187564089,282.0,2000.0,1.1,14,252,5
RATEGAIN,bullish,close,241,248,250,2026-02-27,251,2026-03-02,538.8,509.1,29.037924168345,30.306173906489605,529.35,438961.0,1.1,14,252,5
REDINGTON,bullish,close,226,249,250,2026-02-27,251,2026-03-02,250.4,244.55,32.572172653870936,36.488113453531135,280.45,92286714.0,1.1,14,252,5
ROUTE,bullish,close,226,249,250,2026-02-27,251,2026-03-02,574.45,502.2,24.052577687610963,26.52269687003742,507.95,179550.0,1.1,14,252,5
SIGMA,bullish,close,242,249,250,2026-02-27,251,2026-03-02,39.07,38.36,25.12656110989643,32.147038163730514,41.93,390109.0,1.1,14,252,5
TOTAL,bullish,close,233,249,250,2026-02-27,251,2026-03-02,63.82,63.68,36.547845227660765,40.225983071652344,64.51,585.0,1.1,14,252,5
TRANSTEEL-SM,bullish,extreme,232,250,250,2026-02-27,251,2026-03-02,139.3,133.25,47.16341022568983,48.47796938192918,141.35,54000.0,1.1,14,252,5
UGARSUGAR,bullish,close,235,250,250,2026-02-27,251,2026-03-02,37.33,36.59,38.50753275210612,43.280873748119475,36.59,140578.0,1.1,14,252,5
VIJAYA,bullish,extreme,240,250,250,2026-02-27,251,2026-03-02,977.0,971.85,49.38447934972222,52.37897465210933,1004.5,179810.0,1.1,14,252,5
VISHWARAJ,bullish,close,242,247,250,2026-02-27,251,2026-03-02,5.63,5.58,28.267901052658914,34.21000454532057,5.86,426245.0,1.1,14,252,5
WOMANCART-SM,bullish,close,236,247,249,2026-02-27,250,2026-03-02,167.65,153.15,28.98806545749089,29.087562590367114,164.75,5600.0,1.1,14,252,5
ZUARIIND,bullish,close,235,249,250,2026-02-27,251,2026-03-02,262.05,250.25,34.55190146140728,35.15088526930229,263.2,248464.0,1.1,14,252,5
