symbol,signal_date,entry_date,side,regime,side_mode,stop_atr,target_atr,stop_r,tgt_r,atr_period,ref_date,entry_price,stop_price,target_price,atr_value,px_ok,expr_score_raw,expr_valid,expr_score,rr_pred,rr_choice_score,gate_mult_now,expr_score_adj
PANSARI,2026-03-10,2026-03-11,long,bull,both,1.100000023841858,3.3000000715255737,1.1,3.3,14,2026-03-10,297.0,279.6822044433725,348.95338666988255,15.743450164794922,1,0.63145936,1,0.63145936,,0.63145936,1.0,0.63145936
GRCL-SM,2026-03-10,2026-03-11,long,bull,both,1.100000023841858,3.3000000715255737,1.1,3.3,14,2026-03-10,389.5,366.2506956783359,459.24791296499234,21.135730743408203,1,0.5877359,1,0.5877359,,0.5877359,1.0,0.5877359
SAAKSHI-SM,2026-03-10,2026-03-11,long,bull,both,1.100000023841858,3.3000000715255737,1.1,3.3,14,2026-03-10,183.5500030517578,175.21318837216086,208.56044709054868,7.578922271728516,1,0.5601507,1,0.5601507,,0.5601507,1.0,0.5601507
NUVAMA,2026-03-10,2026-03-11,long,bull,both,1.100000023841858,3.3000000715255737,1.1,3.3,14,2026-03-10,1235.0,1184.1665913054421,1387.5002260836736,46.212188720703125,1,0.54029906,1,0.54029906,,0.54029906,1.0,0.54029906
IREDA,2026-03-10,2026-03-11,long,bull,both,1.100000023841858,3.3000000715255737,1.1,3.3,14,2026-03-10,117.30999755859375,112.78690762253046,130.8792673667836,4.1118998527526855,1,0.5013843,1,0.5013843,,0.5013843,1.0,0.5013843
MIDSMALL,2026-03-10,2026-03-11,long,bull,both,1.100000023841858,3.3000000715255737,1.1,3.3,14,2026-03-10,46.27000045776367,45.280086287261916,49.23974296926894,0.8999219536781311,1,0.49958545,1,0.49958545,,0.49958545,1.0,0.49958545
IRFC,2026-03-10,2026-03-11,long,bull,both,1.100000023841858,3.3000000715255737,1.1,3.3,14,2026-03-10,101.02999877929688,97.08554559741339,112.86335832494734,3.5858664512634277,1,0.49359423,1,0.49359423,,0.49359423,1.0,0.49359423
LICNMID100,2026-03-10,2026-03-11,long,bull,both,1.100000023841858,3.3000000715255737,1.1,3.3,14,2026-03-10,57.43000030517578,56.211573562439426,61.08528053338485,1.1076606512069702,1,0.48303616,1,0.48303616,,0.48303616,1.0,0.48303616
PAGEIND,2026-03-10,2026-03-11,long,bull,both,1.100000023841858,3.3000000715255737,1.1,3.3,14,2026-03-10,31610.0,30782.268243778148,34093.19526866556,752.4833984375,1,0.48281664,1,0.48281664,,0.48281664,1.0,0.48281664
KAMOPAINTS,2026-03-10,2026-03-11,long,bull,both,1.100000023841858,3.3000000715255737,1.1,3.3,14,2026-03-10,4.28000020980835,3.974037703200633,5.1978877296315,0.27814772725105286,1,0.47536743,1,0.47536743,,0.47536743,1.0,0.47536743
HONASA,2026-03-10,2026-03-11,long,bull,both,1.100000023841858,3.3000000715255737,1.1,3.3,14,2026-03-10,289.29998779296875,278.1177448710042,322.84671655886234,10.165675163269043,1,0.46109235,1,0.46109235,,0.46109235,1.0,0.46109235
PREMIERENE,2026-03-10,2026-03-11,long,bull,both,1.100000023841858,3.3000000715255737,1.1,3.3,14,2026-03-10,748.0,714.5069622409769,848.4791132770692,30.44821548461914,1,0.45181465,1,0.45181465,,0.45181465,1.0,0.45181465
NRBBEARING,2026-03-10,2026-03-11,long,bull,both,1.100000023841858,3.3000000715255737,1.1,3.3,14,2026-03-10,263.8999938964844,252.53291086354943,298.0012429952892,10.333711624145508,1,0.44316483,1,0.44316483,,0.44316483,1.0,0.44316483
VSTIND,2026-03-10,2026-03-11,long,bull,both,1.100000023841858,3.3000000715255737,1.1,3.3,14,2026-03-10,224.89999389648438,217.70399850507226,246.4879800707207,6.541813850402832,1,0.43879658,1,0.43879658,,0.43879658,1.0,0.43879658
IIFL,2026-03-10,2026-03-11,long,bull,both,1.100000023841858,3.3000000715255737,1.1,3.3,14,2026-03-10,492.8999938964844,470.63402776141675,559.6978923016873,20.24178695678711,1,0.42884797,1,0.42884797,,0.42884797,1.0,0.42884797
SYNGENE,2026-03-10,2026-03-11,long,bull,both,1.100000023841858,2.200000047683716,1.1,2.2,14,2026-03-10,410.0,394.86714025122774,440.2657194975445,13.757144927978516,1,0.3982365,1,0.3982365,,0.3982365,1.0,0.3982365
SHREDIGCEM,2026-03-10,2026-03-11,long,bull,both,1.100000023841858,3.3000000715255737,1.1,3.3,14,2026-03-10,65.5,62.34478106812523,74.96565679562431,2.8683807849884033,1,0.39351338,1,0.39351338,,0.39351338,1.0,0.39351338
HDFCSML250,2026-03-10,2026-03-11,long,bull,both,1.100000023841858,3.3000000715255737,1.1,3.3,14,2026-03-10,155.0500030517578,151.39904920294168,166.0028645982062,3.3190488815307617,1,0.38705623,1,0.38705623,,0.38705623,1.0,0.38705623
PETRONET,2026-03-10,2026-03-11,long,bull,both,1.100000023841858,3.3000000715255737,1.1,3.3,14,2026-03-10,290.3999938964844,278.08849527377436,327.33448976461443,11.19227123260498,1,0.3804726,1,0.3804726,,0.3804726,1.0,0.3804726
ESCORTS,2026-03-10,2026-03-11,long,bull,both,1.100000023841858,3.3000000715255737,1.1,3.3,14,2026-03-10,3329.0,3195.75700852561,3728.7289744231693,121.12998962402344,1,0.37798727,1,0.37798727,,0.37798727,1.0,0.37798727
ITI,2026-03-10,2026-03-11,long,bull,both,1.100000023841858,3.3000000715255737,1.1,3.3,14,2026-03-10,257.3500061035156,246.9461846957679,288.5614703267588,9.458019256591797,1,0.37467515,1,0.37467515,,0.37467515,1.0,0.37467515
