symbol,signal_date,entry_date,side,regime,side_mode,stop_atr,target_atr,stop_r,tgt_r,atr_period,ref_date,entry_price,stop_price,target_price,atr_value,px_ok,expr_score_raw,expr_valid,expr_score,rr_pred,rr_choice_score,gate_mult_now,expr_score_adj
MID150,2026-03-23,2026-03-24,long,bull,both,1.100000023841858,3.3000000715255737,1.1,3.3,14,2026-03-23,20.3799991607666,19.595533461257205,22.733396259294793,0.7131506204605103,1,0.45900506,1,0.45900506,,0.45900506,1.0,0.45900506
772GS2055-GS,2026-03-23,2026-03-24,long,bull,both,1.100000023841858,2.200000047683716,1.1,2.2,14,2026-03-23,108.69999694824219,105.85885745089402,114.38227594293852,2.5828540325164795,1,0.4270355,1,0.4270355,,0.4270355,1.0,0.4270355
ARISTO-SM,2026-03-23,2026-03-24,long,bull,both,1.100000023841858,2.200000047683716,1.1,2.2,14,2026-03-23,87.0999984741211,82.45942058041794,96.3811542615274,4.218707084655762,1,0.4270355,1,0.4270355,,0.4270355,1.0,0.4270355
ECOLINE-SM,2026-03-23,2026-03-24,long,bull,both,1.100000023841858,2.200000047683716,1.1,2.2,14,2026-03-23,135.0,127.25712654497681,150.48574691004637,7.038975715637207,1,0.4270355,1,0.4270355,,0.4270355,1.0,0.4270355
MUTHOOTMF,2026-03-23,2026-03-24,long,bull,both,1.100000023841858,3.3000000715255737,1.1,3.3,14,2026-03-23,150.10000610351562,141.83682209224736,174.88955813732042,7.5119853019714355,1,0.41281068,1,0.41281068,,0.41281068,1.0,0.41281068
MVKAGRO-SM,2026-03-23,2026-03-24,long,bull,both,1.100000023841858,3.3000000715255737,1.1,3.3,14,2026-03-23,484.0,445.4576094856611,599.6271715430166,35.038536071777344,1,0.41280574,1,0.41280574,,0.41280574,1.0,0.41280574
TEAMGTY,2026-03-23,2026-03-24,short,bear,both,1.100000023841858,1.6500000357627869,1.1,1.65,14,2026-03-23,247.0,269.9951865411929,212.50722018821068,20.904714584350586,1,0.38656014,1,0.38656014,,0.38656014,1.0,0.38656014
CHENNPETRO,2026-03-23,2026-03-24,short,bear,both,1.100000023841858,2.200000047683716,1.1,2.2,14,2026-03-23,1002.0,1070.1048827627546,865.7902344744907,61.91352844238281,1,0.24362808,1,0.24362808,,0.24362808,1.0,0.24362808
COALINDIA,2026-03-23,2026-03-24,short,bear,both,1.100000023841858,2.200000047683716,1.1,2.2,14,2026-03-23,456.5,470.71987869565874,428.06024260868253,12.927162170410156,1,0.21777683,1,0.21777683,,0.21777683,1.0,0.21777683
DWARKESH,2026-03-23,2026-03-24,short,bear,both,1.100000023841858,1.6500000357627869,1.1,1.65,14,2026-03-23,37.869998931884766,40.095871759021776,34.53118969117925,2.0235207080841064,1,0.21672982,1,0.21672982,,0.21672982,1.0,0.21672982
SUYOG,2026-03-23,2026-03-24,short,bear,both,1.100000023841858,1.6500000357627869,1.1,1.65,14,2026-03-23,600.5,643.8193616719541,535.5209574920689,39.3812370300293,1,0.2041362,1,0.2041362,,0.2041362,1.0,0.2041362
LENSKART,2026-03-23,2026-03-24,short,bear,both,1.100000023841858,1.6500000357627869,1.1,1.65,14,2026-03-23,498.0,525.6078022264958,456.58829666025633,25.09800148010254,1,0.1909039,1,0.1909039,,0.1909039,1.0,0.1909039
KTKBANK,2026-03-23,2026-03-24,short,bear,both,1.100000023841858,1.6500000357627869,1.1,1.65,14,2026-03-23,213.82000732421875,225.69409853922434,196.00887050171036,10.794628143310547,1,0.19057813,1,0.19057813,,0.19057813,1.0,0.19057813
GOKUL,2026-03-23,2026-03-24,short,bear,both,1.100000023841858,1.6500000357627869,1.1,1.65,14,2026-03-23,39.400001525878906,42.26021837234967,35.10967625617276,2.6001970767974854,1,0.18650088,1,0.18650088,,0.18650088,1.0,0.18650088
KCPSUGIND,2026-03-23,2026-03-24,short,bear,both,1.100000023841858,1.6500000357627869,1.1,1.65,14,2026-03-23,22.979999542236328,24.13717640762279,21.244234244156637,1.0519789457321167,1,0.1859906,1,0.1859906,,0.1859906,1.0,0.1859906
PNGJL,2026-03-23,2026-03-24,short,bear,both,1.100000023841858,1.6500000357627869,1.1,1.65,14,2026-03-23,550.0,575.5092340276292,511.7361489585562,23.19021224975586,1,0.1710617,1,0.1710617,,0.1710617,1.0,0.1710617
MON100,2026-03-23,2026-03-24,short,bear,both,1.100000023841858,1.6500000357627869,1.1,1.65,14,2026-03-23,219.24000549316406,226.6027219460816,208.19593081378775,6.693378448486328,1,0.16852409,1,0.16852409,,0.16852409,1.0,0.16852409
DALMIASUG,2026-03-23,2026-03-24,short,bear,both,1.100000023841858,1.6500000357627869,1.1,1.65,14,2026-03-23,305.6000061035156,322.23257177163396,280.6511576013381,15.120513916015625,1,0.16455325,1,0.16455325,,0.16455325,1.0,0.16455325
SIKKO,2026-03-23,2026-03-24,short,bear,both,1.100000023841858,1.6500000357627869,1.1,1.65,14,2026-03-23,4.539999961853027,4.820123094431338,4.119815262985561,0.2546573877334595,1,0.15405124,1,0.15405124,,0.15405124,1.0,0.15405124
AGIIL,2026-03-23,2026-03-24,short,bear,both,1.100000023841858,1.6500000357627869,1.1,1.65,14,2026-03-23,291.0,308.84769802630376,264.22845296054436,16.22517967224121,1,0.15259814,1,0.15259814,,0.15259814,1.0,0.15259814
IGIL,2026-03-23,2026-03-24,short,bear,both,1.100000023841858,1.6500000357627869,1.1,1.65,14,2026-03-23,316.95001220703125,332.8291277512445,293.13133889071133,14.435559272766113,1,0.14266399,1,0.14266399,,0.14266399,1.0,0.14266399
AUROIMPEX-SM,2026-03-23,2026-03-24,long,bull,both,1.100000023841858,3.3000000715255737,1.1,3.3,14,2026-03-23,27.850000381469727,25.972569663363572,33.48229253578819,1.7067551612854004,1,0.12683791,1,0.12683791,,0.12683791,1.0,0.12683791
ACCENTMIC-SM,2026-03-23,2026-03-24,short,bear,both,1.100000023841858,1.6500000357627869,1.1,1.65,14,2026-03-23,345.0,359.00152904340416,323.99770643489376,12.728662490844727,1,0.10982901,1,0.10982901,,0.10982901,1.0,0.10982901
MALUPAPER,2026-03-23,2026-03-24,short,bear,both,1.100000023841858,1.6500000357627869,1.1,1.65,14,2026-03-23,28.899999618530273,30.72901155144544,26.156481719157526,1.6627380847930908,1,0.09685379,1,0.09685379,,0.09685379,1.0,0.09685379
ZENTEC,2026-03-23,2026-03-24,short,bear,both,1.100000023841858,1.6500000357627869,1.1,1.65,14,2026-03-23,1348.0,1407.957655108141,1258.0635173377887,54.5069580078125,1,0.09447527,1,0.09447527,,0.09447527,1.0,0.09447527
SPORTKING,2026-03-23,2026-03-24,short,bear,both,1.100000023841858,1.6500000357627869,1.1,1.65,14,2026-03-23,112.4000015258789,119.14310093236185,102.2853524161545,6.130090236663818,1,0.09230119,1,0.09230119,,0.09230119,1.0,0.09230119
MACOBSTECH-SM,2026-03-23,2026-03-24,long,bull,both,1.100000023841858,3.3000000715255737,1.1,3.3,14,2026-03-23,211.6999969482422,201.52701928023907,242.21892995225153,9.248161315917969,1,0.08217895,1,0.08217895,,0.08217895,1.0,0.08217895
BLUSPRING,2026-03-23,2026-03-24,long,bull,both,1.100000023841858,2.200000047683716,1.1,2.2,14,2026-03-23,47.869998931884766,44.223831860668724,55.16233307431685,3.314697265625,1,0.06896347,1,0.06896347,,0.06896347,1.0,0.06896347
EXCELLENT-ST,2026-03-23,2026-03-24,short,bear,both,1.100000023841858,1.6500000357627869,1.1,1.65,14,2026-03-23,95.0999984741211,101.47294349178281,85.54058094762851,5.793586254119873,1,0.0550676,1,0.0550676,,0.0550676,1.0,0.0550676
IWARE-ST,2026-03-23,2026-03-24,short,bear,both,1.100000023841858,1.6500000357627869,1.1,1.65,14,2026-03-23,247.0,259.1884470720388,228.7173293919418,11.080406188964844,1,0.03457296,1,0.03457296,,0.03457296,1.0,0.03457296
760PFCL35-N3,2026-03-23,2026-03-24,short,bear,both,1.100000023841858,3.3000000715255737,1.1,3.3,14,2026-03-23,1178.0,1189.5660684231425,1143.301794730572,10.514607429504395,1,-0.021694183,1,-0.021694183,,-0.021694183,1.0,-0.021694183
930APMD34-N0,2026-03-23,2026-03-24,short,bear,both,1.100000023841858,3.3000000715255737,1.1,3.3,14,2026-03-23,104883.0,105787.72000862294,102168.83997413114,822.4727172851562,1,-0.021694183,1,-0.021694183,,-0.021694183,1.0,-0.021694183
AILIMITED-SM,2026-03-23,2026-03-24,short,bear,both,1.100000023841858,3.3000000715255737,1.1,3.3,14,2026-03-23,41.5,43.147958075955955,36.556125772132134,1.4981436729431152,1,-0.021694183,1,-0.021694183,,-0.021694183,1.0,-0.021694183
CLSL-SM,2026-03-23,2026-03-24,short,bear,both,1.100000023841858,3.3000000715255737,1.1,3.3,14,2026-03-23,41.099998474121094,43.2855482336727,34.54334919546628,1.986863374710083,1,-0.021694183,1,-0.021694183,,-0.021694183,1.0,-0.021694183
MARCO-SM,2026-03-23,2026-03-24,short,bear,both,1.100000023841858,1.6500000357627869,1.1,1.65,14,2026-03-23,29.600000381469727,31.96503777861676,26.052444285749175,2.150033950805664,1,-0.032832384,1,-0.032832384,,-0.032832384,1.0,-0.032832384
VOLERCAR-SM,2026-03-23,2026-03-24,short,bear,both,1.100000023841858,1.6500000357627869,1.1,1.65,14,2026-03-23,218.0,232.53536122355376,196.19695816466935,13.213964462280273,1,-0.04816377,1,-0.04816377,,-0.04816377,1.0,-0.04816377
READYMIX-SM,2026-03-23,2026-03-24,long,bull,both,1.100000023841858,1.6500000357627869,1.1,1.65,14,2026-03-23,84.8499984741211,78.56499620166687,94.27750188280243,5.7136383056640625,1,-0.17043903,1,-0.17043903,,-0.17043903,1.0,-0.17043903
ABGSEC,2026-03-23,2026-03-24,short,bear,both,1.100000023841858,1.6500000357627869,1.1,1.65,14,2026-03-23,112.26000213623047,113.21633792208186,110.82549845745339,0.8693961501121521,1,-0.19328111,1,-0.19328111,,-0.19328111,1.0,-0.19328111
698GR2054-GS,2026-03-23,2026-03-24,short,bear,both,1.100000023841858,1.6500000357627869,1.1,1.65,14,2026-03-23,94.0,94.6636513615446,93.00452295768311,0.6033194065093994,1,-0.38821813,1,-0.38821813,,-0.38821813,1.0,-0.38821813
888ECL28-N1,2026-03-23,2026-03-24,short,bear,both,1.100000023841858,1.6500000357627869,1.1,1.65,14,2026-03-23,975.0,999.1096192817172,938.8355710774242,21.917835235595703,1,-0.45997083,1,-0.45997083,,-0.45997083,1.0,-0.45997083
